,5,,,,,,,,,5,5,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
,6,,,,,,,,,5,5,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
,7,,,,,,,,,5,5,,,,,,,,,,x,x,,,x,x,,,,,,x,,,,,
Bandit Commander,0,,,,,,,,,3,3,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,1,,,,,,,,,3,3,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,2,,,,,,,,,3,4,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,3,,,,,,,,,4,4,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,4,,,,,,,,,4,4,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,5,,,,,,,,,5,5,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,6,,,,,,,,,5,5,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
,7,,,,,,,,,5,5,,,,,,,,,,,,,x,,x,,,,,,x,,,,,
Jekserah,0,,,,,,,,,2,2,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,1,,,,,,,,,2,3,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,2,,,,,,,,,3,3,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,3,,,,,,,,,4,4,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,4,,,,,,,,,4,5,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,5,,,,,,,,,5,5,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,6,,,,,,,,,5,5,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,7,,,,,,,,,5,5,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
Prime Demon,0,,,,,,,,,3,4,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,1,,,,,,,,,4,4,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,2,,,,,,,,,4,5,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,3,,,,,,,,,4,6,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,4,,,,,,,,,5,6,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,5,,,,,,,,,5,7,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,6,,,,,,,,,5,7,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
,7,,,,,,,,,5,8,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,
The Gloom,0,,,,,,,,,2,5,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,1,,,,,,,,,2,5,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,2,,,,,,,,,2,6,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,3,,,,,,,,,2,6,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,4,,,,,,,,,3,7,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,5,,,,,,,,,3,7,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,6,,,,,,,,,3,8,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
,7,,,,,,,,,3,9,,,,,,,,,,x,x,x,x,x,x,,,,,,x,,,,,
The Colorless,0,,,,,,,,,3,2,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,1,,,,,,,,,3,3,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,2,,,,,,,,,4,3,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,3,,,,,,,,,4,4,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,4,,,,,,,,,4,4,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,5,,,,,,,,,4,5,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,6,,,,,,,,,4,6,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
,7,,,,,,,,,5,7,,,,,,,,,,x,x,x,,,x,,,,,,x,,,,,
Captain of Guard,0,,,,,,,,,2,3,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,1,,,,,,,,,2,3,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,2,,,,,,,,,2,4,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,3,,,,,,,,,3,4,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,4,,,,,,,,,3,5,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,5,,,,,,,,,3,5,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,6,,,,,,,,,4,6,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
,7,,,,,,,,,4,6,,,,,,,,,,x,,x,,x,x,,,,,,,,,,,
Merciless Overseer,0,,,,,,,,,2,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,1,,,,,,,,,2,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,2,,,,,,,,,3,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,3,,,,,,,,,3,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,4,,,,,,,,,4,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,5,,,,,,,,,4,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,6,,,,,,,,,4,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
,7,,,,,,,,,4,i,,,,,,,,,,,,x,,x,x,,,,,,x,,,,,
Inox Bodyguard,0,,,,,,,,,2,p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,1,,,,,,,,,2,1+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,2,,,,,,,,,2,1+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,3,,,,,,,,,3,2+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,4,,,,,,,,,3,2+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,5,,,,,,,,,3,3+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,6,,,,,,,,,4,3+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
,7,,,,,,,,,4,4+p,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,
The Betrayer,0,,,,,,,,,3,4,3,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,1,,,,,,,,,3,5,3,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,2,,,,,,,,,3,6,4,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,3,,,,,,,,,4,7,4,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,4,,,,,,,,,4,8,4,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,5,,,,,,,,,5,8,5,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,6,,,,,,,,,5,9,5,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
,7,,,,,,,,,5,9,5,,,,,,,,,,x,x,,x,x,,,,,,x,,,,,
The Sightless Eye,0,,,,,,,,,0,5,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,1,,,,,,,,,0,6,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,2,,,,,,,,,0,6,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,3,,,,,,,,,0,7,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,4,,,,,,,,,0,7,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,5,,,,,,,,,0,8,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,6,,,,,,,,,0,8,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
,7,,,,,,,,,0,9,3,,,,,,,,,x,,,,x,x,,,x,x,,x,,,,,
